Año,Mes,Variación Mensual
1979,May,"2,32"
1979,May,"2,15"
1979,May,"1,80"
1979,May,"2,32"
1979,Jun,"1,83"
1979,Jun,"1,67"
1979,Jun,"1,83"
1979,Jun,"1,23"
1979,Jul,"1,29"
1979,Jul,"1,11"
1979,Jul,"1,11"
1979,Jul,"1,66"
1979,Ago,"1,79"
1979,Ago,"1,54"
1979,Ago,"1,86"
1979,Ago,"1,86"
1979,Sep,"2,20"
1979,Sep,"2,18"
1979,Sep,"2,16"
1979,Sep,"2,16"
1979,Oct,"1,54"
1979,Oct,",99"
1979,Oct,"1,39"
1979,Oct,"1,54"
1979,Nov,"2,65"
1979,Nov,"2,65"
1979,Nov,"1,96"
1979,Nov,"2,42"
1979,Dic,"1,56"
1979,Dic,"1,56"
1979,Dic,"1,76"
1979,Dic,"1,66"
1980,Ene,"2,31"
1980,Ene,"2,31"
1980,Ene,"2,52"
1980,Ene,"2,33"
1980,Feb,",97"
1980,Feb,",97"
1980,Feb,"1,23"
1980,Feb,"1,06"
1980,Mar,"2,10"
1980,Mar,"2,08"
1980,Mar,"2,08"
1980,Mar,"1,98"
1980,Abr,"3,06"
1980,Abr,"4,16"
1980,Abr,"4,16"
1980,Abr,"3,82"
1980,May,"3,47"
1980,May,"3,26"
1980,May,"3,57"
1980,May,"3,57"
1980,Jun,",98"
1980,Jun,"1,35"
1980,Jun,"1,35"
1980,Jun,"1,23"
1980,Jul,"1,45"
1980,Jul,",80"
1980,Jul,",80"
1980,Jul,"1,01"
1980,Ago,",79"
1980,Ago,",89"
1980,Ago,",80"
1980,Ago,",79"
1980,Sep,"1,70"
1980,Sep,"1,49"
1980,Sep,"1,66"
1980,Sep,"1,70"
1980,Oct,"2,19"
1980,Oct,"2,19"
1980,Oct,"2,22"
1980,Oct,"2,27"
1980,Nov,"2,27"
1980,Nov,"2,27"
1980,Nov,"1,96"
1980,Nov,"2,17"
1980,Dic,"1,54"
1980,Dic,"1,02"
1980,Dic,"1,37"
1980,Dic,"1,54"
1981,Ene,"2,09"
1981,Ene,"2,09"
1981,Ene,"2,08"
1981,Ene,"2,09"
1981,Feb,"3,07"
1981,Feb,"3,07"
1981,Feb,"2,58"
1981,Feb,"2,93"
1981,Mar,"2,75"
1981,Mar,"2,55"
1981,Mar,"2,55"
1981,Mar,"3,24"
1981,Abr,"1,94"
1981,Abr,"2,57"
1981,Abr,"2,57"
1981,Abr,"2,38"
1981,May,"2,28"
1981,May,"2,78"
1981,May,"2,63"
1981,May,"2,78"
1981,Jun,"2,72"
1981,Jun,"2,60"
1981,Jun,"2,77"
1981,Jun,"2,77"
1981,Jul,"1,85"
1981,Jul,"1,80"
1981,Jul,"1,87"
1981,Jul,"1,87"
1981,Ago,"1,44"
1981,Ago,"1,20"
1981,Ago,"1,20"
1981,Ago,"1,27"
1981,Sep,",72"
1981,Sep,",66"
1981,Sep,",66"
1981,Sep,",88"
1981,Oct,"1,34"
1981,Oct,"1,34"
1981,Oct,",99"
1981,Oct,"1,24"
1981,Nov,"1,64"
1981,Nov,"1,42"
1981,Nov,"1,57"
1981,Nov,"1,64"
1981,Dic,"1,46"
1981,Dic,"1,33"
1981,Dic,"1,33"
1981,Dic,"1,78"
1982,Ene,"1,68"
1982,Ene,"1,90"
1982,Ene,"1,83"
1982,Ene,"1,90"
1982,Feb,"1,91"
1982,Feb,"1,91"
1982,Feb,"2,83"
1982,Feb,"2,17"
1982,Mar,"2,12"
1982,Mar,"2,74"
1982,Mar,"2,30"
1982,Mar,"2,12"
1982,Abr,"2,58"
1982,Abr,"2,81"
1982,Abr,"2,02"
1982,Abr,"2,81"
1982,May,"2,72"
1982,May,"2,72"
1982,May,"2,43"
1982,May,"2,64"
1982,Jun,"2,36"
1982,Jun,"2,23"
1982,Jun,"1,93"
1982,Jun,"2,36"
1982,Jul,"1,27"
1982,Jul,"1,27"
1982,Jul,"1,43"
1982,Jul,"1,32"
1982,Ago,"1,20"
1982,Ago,"1,19"
1982,Ago,"1,21"
1982,Ago,"1,21"
1982,Sep,"1,39"
1982,Sep,"1,59"
1982,Sep,"1,67"
1982,Sep,"1,67"
1982,Oct,"2,02"
1982,Oct,"2,02"
1982,Oct,"1,40"
1982,Oct,"1,84"
1982,Nov,"1,19"
1982,Nov,"1,34"
1982,Nov,"1,13"
1982,Nov,"1,13"
1982,Dic,",51"
1982,Dic,",51"
1982,Dic,"1,68"
1982,Dic,",84"
1983,Ene,"1,22"
1983,Ene,",98"
1983,Ene,",98"
1983,Ene,"1,05"
1983,Feb,"1,14"
1983,Feb,"1,18"
1983,Feb,"1,29"
1983,Feb,"1,14"
1983,Mar,"2,20"
1983,Mar,"2,20"
1983,Mar,"2,45"
1983,Mar,"2,27"
1983,Abr,"2,54"
1983,Abr,"3,27"
1983,Abr,"3,27"
1983,Abr,"3,06"
1983,May,"2,86"
1983,May,"2,86"
1983,May,"2,52"
1983,May,"1,69"
1983,Jun,",89"
1983,Jun,",28"
1983,Jun,",89"
1983,Jun,",72"
1983,Jul,",79"
1983,Jul,",79"
1983,Jul,",80"
1983,Jul,",79"
1983,Ago,",37"
1983,Ago,"-,08"
1983,Ago,"-,27"
1983,Ago,"-,27"
1983,Sep,",82"
1983,Sep,",70"
1983,Sep,",70"
1983,Sep,"1,13"
1983,Oct,"1,62"
1983,Oct,"1,73"
1983,Oct,"1,62"
1983,Oct,"1,65"
1983,Nov,"1,03"
1983,Nov,"1,03"
1983,Nov,"1,05"
1983,Nov,"1,10"
1983,Dic,",38"
1983,Dic,",38"
1983,Dic,",79"
1983,Dic,",49"
1984,Ene,"1,33"
1984,Ene,"1,33"
1984,Ene,"1,53"
1984,Ene,"1,39"
1984,Feb,"1,34"
1984,Feb,"1,66"
1984,Feb,"1,20"
1984,Feb,"1,20"
1984,Mar,"1,69"
1984,Mar,"1,78"
1984,Mar,"1,69"
1984,Mar,"2,01"
1984,Abr,"2,17"
1984,Abr,"1,54"
1984,Abr,"1,99"
1984,Abr,"2,17"
1984,May,"1,51"
1984,May,"1,51"
1984,May,"1,15"
1984,May,"1,40"
1984,Jun,"1,61"
1984,Jun,"1,68"
1984,Jun,"1,41"
1984,Jun,"1,68"
1984,Jul,"1,20"
1984,Jul,"1,20"
1984,Jul,"1,26"
1984,Jul,"1,22"
1984,Ago,",38"
1984,Ago,",30"
1984,Ago,",30"
1984,Ago,",57"
1984,Sep,"1,10"
1984,Sep,"1,16"
1984,Sep,"1,16"
1984,Sep,",98"
1984,Oct,",52"
1984,Oct,",52"
1984,Oct,",67"
1984,Oct,",57"
1984,Nov,"2,03"
1984,Nov,"2,03"
1984,Nov,"2,04"
1984,Nov,"2,06"
1984,Dic,"2,06"
1984,Dic,"2,16"
1984,Dic,"2,16"
1984,Dic,"2,13"
1985,Ene,"2,34"
1985,Ene,"2,34"
1985,Ene,"1,97"
1985,Ene,"2,24"
1985,Feb,"3,07"
1985,Feb,"3,07"
1985,Feb,"2,84"
1985,Feb,"3,00"
1985,Mar,"2,97"
1985,Mar,"3,11"
1985,Mar,"3,16"
1985,Mar,"3,16"
1985,Abr,"2,96"
1985,Abr,"2,81"
1985,Abr,"2,45"
1985,Abr,"2,96"
1985,May,"2,95"
1985,May,"4,52"
1985,May,"5,15"
1985,May,"5,15"
1985,Jun,"2,02"
1985,Jun,"2,02"
1985,Jun,"1,39"
1985,Jun,"1,84"
1985,Jul,"-,96"
1985,Jul,"-,96"
1985,Jul,",36"
1985,Jul,"-,58"
1985,Ago,",28"
1985,Ago,"-,67"
1985,Ago,"-,67"
1985,Ago,"-,40"
1985,Sep,",61"
1985,Sep,"1,57"
1985,Sep,",61"
1985,Sep,",89"
1985,Oct,",87"
1985,Oct,",82"
1985,Oct,",82"
1985,Oct,",97"
1985,Nov,",99"
1985,Nov,",89"
1985,Nov,"1,04"
1985,Nov,"1,04"
1985,Dic,"1,26"
1985,Dic,"1,26"
1985,Dic,"1,28"
1985,Dic,"1,26"
1986,Ene,"2,93"
1986,Ene,"3,24"
1986,Ene,"3,24"
1986,Ene,"3,15"
1986,Feb,"3,43"
1986,Feb,"3,43"
1986,Feb,"2,47"
1986,Feb,"3,15"
1986,Mar,"2,21"
1986,Mar,"2,21"
1986,Mar,"2,21"
1986,Mar,"2,22"
1986,Abr,"2,85"
1986,Abr,"2,85"
1986,Abr,"2,43"
1986,Abr,"2,73"
1986,May,"-,94"
1986,May,"-,18"
1986,May,"-,94"
1986,May,"-,72"
1986,Jun,",05"
1986,Jun,"-1,04"
1986,Jun,"-1,04"
1986,Jun,"-,73"
1986,Jul,"-,26"
1986,Jul,"-,26"
1986,Jul,",58"
1986,Jul,"-,01"
1986,Ago,"1,42"
1986,Ago,"1,42"
1986,Ago,"1,34"
1986,Ago,"1,40"
1986,Sep,"1,55"
1986,Sep,"1,43"
1986,Sep,"1,38"
1986,Sep,"1,38"
1986,Oct,"2,01"
1986,Oct,"2,17"
1986,Oct,"2,06"
1986,Oct,"2,01"
1986,Nov,"2,17"
1986,Nov,"2,37"
1986,Nov,"2,37"
1986,Nov,"1,68"
1986,Dic,"2,45"
1986,Dic,"2,51"
1986,Dic,"2,43"
1986,Dic,"2,43"
1987,Ene,"3,44"
1987,Ene,"3,44"
1987,Ene,"2,86"
1987,Ene,"3,27"
1987,Feb,"2,19"
1987,Feb,"1,97"
1987,Feb,"1,97"
1987,Feb,"2,03"
1987,Mar,"2,71"
1987,Mar,"2,70"
1987,Mar,"2,71"
1987,Mar,"2,71"
1987,Abr,"2,43"
1987,Abr,"2,43"
1987,Abr,"2,25"
1987,Abr,"1,82"
1987,May,"1,82"
1987,May,"1,39"
1987,May,"1,70"
1987,May,"1,82"
1987,Jun,",95"
1987,Jun,",96"
1987,Jun,",96"
1987,Jun,",96"
1987,Jul,"1,38"
1987,Jul,"1,46"
1987,Jul,"1,49"
1987,Jul,"1,49"
1987,Ago,",18"
1987,Ago,",18"
1987,Ago,",57"
1987,Ago,",29"
1987,Sep,"1,22"
1987,Sep,"1,22"
1987,Sep,"1,22"
1987,Sep,"1,22"
1987,Oct,"1,88"
1987,Oct,"2,00"
1987,Oct,"2,00"
1987,Oct,"1,59"
1987,Nov,"2,11"
1987,Nov,"1,98"
1987,Nov,"2,16"
1987,Nov,"2,16"
1987,Dic,"1,84"
1987,Dic,"1,84"
1987,Dic,"1,95"
1987,Dic,"1,87"
1988,Ene,"3,00"
1988,Ene,"3,01"
1988,Ene,"3,00"
1988,Ene,"3,00"
1988,Feb,"4,03"
1988,Feb,"4,07"
1988,Feb,"4,02"
1988,Feb,"4,02"
1988,Mar,"2,84"
1988,Mar,"3,02"
1988,Mar,"2,84"
1988,Mar,"2,89"
1988,Abr,"3,01"
1988,Abr,"3,91"
1988,Abr,"4,28"
1988,Abr,"4,28"
1988,May,"1,93"
1988,May,"1,73"
1988,May,"1,22"
1988,May,"1,93"
1988,Jun,"1,64"
1988,Jun,"2,40"
1988,Jun,"2,70"
1988,Jun,"2,70"
1988,Jul,"1,45"
1988,Jul,"1,31"
1988,Jul,"1,80"
1988,Jul,"1,31"
1988,Ago,",71"
1988,Ago,"-,53"
1988,Ago,"-,53"
1988,Ago,"-,18"
1988,Sep,",59"
1988,Sep,",71"
1988,Sep,",59"
1988,Sep,",99"
1988,Oct,"1,51"
1988,Oct,"1,51"
1988,Oct,"1,56"
1988,Oct,"1,69"
1988,Nov,"1,39"
1988,Nov,"1,39"
1988,Nov,"1,38"
1988,Nov,"1,39"
1988,Dic,"2,25"
1988,Dic,"2,25"
1988,Dic,"2,18"
1988,Dic,"2,23"
1989,Ene,"2,97"
1989,Ene,"2,97"
1989,Ene,"2,75"
1989,Ene,"2,83"
1989,Feb,"3,30"
1989,Feb,"3,30"
1989,Feb,"3,32"
1989,Feb,"3,31"
1989,Mar,"2,64"
1989,Mar,"2,41"
1989,Mar,"2,64"
1989,Mar,"2,48"
1989,Abr,"2,67"
1989,Abr,"2,67"
1989,Abr,"2,47"
1989,Abr,"2,53"
1989,May,"1,75"
1989,May,"1,82"
1989,May,"1,82"
1989,May,"1,69"
1989,Jun,"1,37"
1989,Jun,"1,44"
1989,Jun,"1,26"
1989,Jun,"1,26"
1989,Jul,"1,47"
1989,Jul,"1,54"
1989,Jul,"1,60"
1989,Jul,"1,47"
1989,Ago,"1,51"
1989,Ago,"1,12"
1989,Ago,"1,12"
1989,Ago,"1,38"
1989,Sep,"1,41"
1989,Sep,"1,33"
1989,Sep,"1,33"
1989,Sep,"1,39"
1989,Oct,"1,53"
1989,Oct,"1,53"
1989,Oct,"1,64"
1989,Oct,"1,60"
1989,Nov,"1,70"
1989,Nov,"1,92"
1989,Nov,"1,92"
1989,Nov,"1,78"
1989,Dic,"1,39"
1989,Dic,"1,39"
1989,Dic,"1,45"
1989,Dic,"1,44"
1990,Ene,"3,67"
1990,Ene,"3,67"
1990,Ene,"3,10"
1990,Ene,"3,30"
1990,Feb,"3,64"
1990,Feb,"3,64"
1990,Feb,"3,71"
1990,Feb,"3,66"
1990,Mar,"2,81"
1990,Mar,"3,05"
1990,Mar,"3,05"
1990,Mar,"2,89"
1990,Abr,"3,03"
1990,Abr,"3,03"
1990,Abr,"2,68"
1990,Abr,"2,81"
1990,May,"1,95"
1990,May,"1,94"
1990,May,"1,94"
1990,May,"1,95"
1990,Jun,"1,95"
1990,Jun,"2,00"
1990,Jun,"1,86"
1990,Jun,"1,86"
1990,Jul,"1,37"
1990,Jul,"1,30"
1990,Jul,"1,30"
1990,Jul,"1,35"
1990,Ago,"1,71"
1990,Ago,"1,36"
1990,Ago,"1,36"
1990,Ago,"1,58"
1990,Sep,"2,37"
1990,Sep,"2,42"
1990,Sep,"2,31"
1990,Sep,"2,31"
1990,Oct,"1,92"
1990,Oct,"2,25"
1990,Oct,"1,74"
1990,Oct,"2,25"
1990,Nov,"2,03"
1990,Nov,"2,26"
1990,Nov,"2,26"
1990,Nov,"1,91"
1990,Dic,"2,52"
1990,Dic,"2,41"
1990,Dic,"2,57"
1990,Dic,"2,41"
1991,Ene,"3,00"
1991,Ene,"2,93"
1991,Ene,"3,07"
1991,Ene,"3,07"
1991,Feb,"3,41"
1991,Feb,"3,61"
1991,Feb,"3,06"
1991,Feb,"3,06"
1991,Mar,"2,51"
1991,Mar,"2,51"
1991,Mar,"2,52"
1991,Mar,"2,53"
1991,Abr,"2,80"
1991,Abr,"2,80"
1991,Abr,"2,76"
1991,Abr,"2,76"
1991,May,"2,20"
1991,May,"2,17"
1991,May,"2,17"
1991,May,"2,21"
1991,Jun,"1,60"
1991,Jun,"1,60"
1991,Jun,"1,56"
1991,Jun,"1,58"
1991,Jul,"1,81"
1991,Jul,"2,04"
1991,Jul,"2,04"
1991,Jul,"1,71"
1991,Ago,"1,27"
1991,Ago,"1,29"
1991,Ago,"1,25"
1991,Ago,"1,25"
1991,Sep,"1,39"
1991,Sep,"1,39"
1991,Sep,"1,48"
1991,Sep,"1,45"
1991,Oct,"1,32"
1991,Oct,"1,30"
1991,Oct,"1,36"
1991,Oct,"1,36"
1991,Nov,"1,22"
1991,Nov,"1,20"
1991,Nov,"1,25"
1991,Nov,"1,25"
1991,Dic,"1,40"
1991,Dic,"1,24"
1991,Dic,"1,24"
1991,Dic,"1,48"
1992,Ene,"3,49"
1992,Ene,"3,34"
1992,Ene,"3,74"
1992,Ene,"3,74"
1992,Feb,"3,34"
1992,Feb,"3,34"
1992,Feb,"3,38"
1992,Feb,"3,38"
1992,Mar,"2,25"
1992,Mar,"2,31"
1992,Mar,"2,41"
1992,Mar,"2,41"
1992,Abr,"3,28"
1992,Abr,"2,61"
1992,Abr,"2,85"
1992,Abr,"3,28"
1992,May,"2,61"
1992,May,"2,61"
1992,May,"2,15"
1992,May,"2,32"
1992,Jun,"2,24"
1992,Jun,"2,57"
1992,Jun,"2,57"
1992,Jun,"2,05"
1992,Jul,"1,99"
1992,Jul,"1,88"
1992,Jul,"2,20"
1992,Jul,"2,20"
1992,Ago,",75"
1992,Ago,",88"
1992,Ago,",51"
1992,Ago,",51"
1992,Sep,",51"
1992,Sep,",51"
1992,Sep,"1,00"
1992,Sep,",83"
1992,Oct,",85"
1992,Oct,",73"
1992,Oct,",73"
1992,Oct,",90"
1992,Nov,",72"
1992,Nov,",77"
1992,Nov,",64"
1992,Nov,",64"
1992,Dic,",84"
1992,Dic,",84"
1992,Dic,"1,00"
1992,Dic,",94"
1993,Ene,"3,22"
1993,Ene,"3,24"
1993,Ene,"3,24"
1993,Ene,"3,24"
1993,Feb,"3,25"
1993,Feb,"3,42"
1993,Feb,"2,96"
1993,Feb,"2,96"
1993,Mar,"1,88"
1993,Mar,"1,87"
1993,Mar,"1,84"
1993,Mar,"1,84"
1993,Abr,"1,93"
1993,Abr,"1,94"
1993,Abr,"1,93"
1993,Abr,"1,93"
1993,May,"1,60"
1993,May,"1,64"
1993,May,"1,53"
1993,May,"1,53"
1993,Jun,"1,54"
1993,Jun,"1,52"
1993,Jun,"1,52"
1993,Jun,"1,54"
1993,Jul,"1,31"
1993,Jul,"1,23"
1993,Jul,"1,10"
1993,Jul,"1,10"
1993,Ago,"1,13"
1993,Ago,"1,13"
1993,Ago,"1,30"
1993,Ago,"1,25"
1993,Sep,"1,19"
1993,Sep,"1,02"
1993,Sep,"1,02"
1993,Sep,"1,12"
1993,Oct,"1,06"
1993,Oct,"1,11"
1993,Oct,",98"
1993,Oct,",98"
1993,Nov,"1,20"
1993,Nov,"1,34"
1993,Nov,"1,29"
1993,Nov,"1,20"
1993,Dic,"1,13"
1993,Dic,"1,14"
1993,Dic,"1,14"
1993,Dic,"1,14"
1994,Ene,"3,51"
1994,Ene,"3,15"
1994,Ene,"3,51"
1994,Ene,"2,96"
1994,Feb,"3,62"
1994,Feb,"3,68"
1994,Feb,"3,76"
1994,Feb,"3,76"
1994,Mar,"2,28"
1994,Mar,"2,14"
1994,Mar,"2,21"
1994,Mar,"2,28"
1994,Abr,"2,70"
1994,Abr,"2,18"
1994,Abr,"2,37"
1994,Abr,"2,70"
1994,May,"1,54"
1994,May,"1,58"
1994,May,"1,53"
1994,May,"1,58"
1994,Jun,",93"
1994,Jun,",87"
1994,Jun,",93"
1994,Jun,",90"
1994,Jul,",73"
1994,Jul,"1,01"
1994,Jul,",91"
1994,Jul,",73"
1994,Ago,",97"
1994,Ago,"1,00"
1994,Ago,",85"
1994,Ago,",85"
1994,Sep,"1,09"
1994,Sep,"1,09"
1994,Sep,"1,12"
1994,Sep,"1,09"
1994,Oct,"1,11"
1994,Oct,"1,14"
1994,Oct,"1,14"
1994,Oct,"1,09"
1994,Nov,"1,16"
1994,Nov,"1,16"
1994,Nov,"1,08"
1994,Nov,"1,11"
1994,Dic,"1,49"
1994,Dic,"1,49"
1994,Dic,"1,49"
1994,Dic,"1,49"
1995,Ene,"1,85"
1995,Ene,"1,82"
1995,Ene,"1,82"
1995,Ene,"1,84"
1995,Feb,"3,41"
1995,Feb,"3,41"
1995,Feb,"3,65"
1995,Feb,"3,52"
1995,Mar,"2,68"
1995,Mar,"2,68"
1995,Mar,"2,61"
1995,Mar,"2,57"
1995,Abr,"2,43"
1995,Abr,"2,43"
1995,Abr,"2,13"
1995,Abr,"2,23"
1995,May,"1,70"
1995,May,"1,63"
1995,May,"1,70"
1995,May,"1,65"
1995,Jun,"1,22"
1995,Jun,"1,16"
1995,Jun,"1,16"
1995,Jun,"1,20"
1995,Jul,",76"
1995,Jul,",76"
1995,Jul,",78"
1995,Jul,",77"
1995,Ago,",57"
1995,Ago,",57"
1995,Ago,",66"
1995,Ago,",63"
1995,Sep,",86"
1995,Sep,",84"
1995,Sep,",81"
1995,Sep,",81"
1995,Oct,",75"
1995,Oct,",96"
1995,Oct,",88"
1995,Oct,",75"
1995,Nov,",79"
1995,Nov,",79"
1995,Nov,",79"
1995,Nov,",79"
1995,Dic,",92"
1995,Dic,",86"
1995,Dic,"1,03"
1995,Dic,"1,03"
1996,Ene,"2,78"
1996,Ene,"2,51"
1996,Ene,"2,78"
1996,Ene,"2,37"
1996,Feb,"3,92"
1996,Feb,"3,92"
1996,Feb,"4,02"
1996,Feb,"4,01"
1996,Mar,"1,65"
1996,Mar,"1,65"
1996,Mar,"2,10"
1996,Mar,"2,41"
1996,Abr,"1,97"
1996,Abr,"2,05"
1996,Abr,"1,82"
1996,Abr,"1,82"
1996,May,"1,35"
1996,May,"1,35"
1996,May,"1,65"
1996,May,"1,55"
1996,Jun,"1,14"
1996,Jun,"1,19"
1996,Jun,"1,05"
1996,Jun,"1,05"
1996,Jul,"1,51"
1996,Jul,"1,24"
1996,Jul,"1,24"
1996,Jul,"1,66"
1996,Ago,"1,10"
1996,Ago,"1,26"
1996,Ago,"1,26"
1996,Ago,"1,03"
1996,Sep,"1,22"
1996,Sep,"1,22"
1996,Sep,"1,19"
1996,Sep,"1,16"
1996,Oct,"1,15"
1996,Oct,"1,03"
1996,Oct,"1,40"
1996,Oct,"1,40"
1996,Nov,",80"
1996,Nov,",99"
1996,Nov,",99"
1996,Nov,",68"
1996,Dic,",75"
1996,Dic,",75"
1996,Dic,",70"
1996,Dic,",72"
1997,Ene,"1,50"
1997,Ene,"1,90"
1997,Ene,"1,90"
1997,Ene,"1,65"
1997,Feb,"2,68"
1997,Feb,"3,39"
1997,Feb,"3,11"
1997,Feb,"2,68"
1997,Mar,"1,29"
1997,Mar,"1,75"
1997,Mar,"1,55"
1997,Mar,"1,29"
1997,Abr,"1,62"
1997,Abr,"1,61"
1997,Abr,"1,62"
1997,Abr,"1,62"
1997,May,"1,52"
1997,May,"1,62"
1997,May,"1,79"
1997,May,"1,79"
1997,Jun,"1,39"
1997,Jun,"1,08"
1997,Jun,"1,20"
1997,Jun,"1,39"
1997,Jul,",83"
1997,Jul,"1,13"
1997,Jul,"1,13"
1997,Jul,",66"
1997,Ago,"1,14"
1997,Ago,"1,10"
1997,Ago,"1,22"
1997,Ago,"1,22"
1997,Sep,"1,17"
1997,Sep,"1,26"
1997,Sep,"1,42"
1997,Sep,"1,42"
1997,Oct,",87"
1997,Oct,"1,13"
1997,Oct,"1,13"
1997,Oct,",96"
1997,Nov,",90"
1997,Nov,",90"
1997,Nov,",75"
1997,Nov,",81"
1997,Dic,",51"
1997,Dic,",61"
1997,Dic,",51"
1997,Dic,",65"
1998,Ene,"1,93"
1998,Ene,"1,93"
1998,Ene,"1,79"
1998,Ene,"1,74"
1998,Feb,"3,09"
1998,Feb,"3,09"
1998,Feb,"3,45"
1998,Feb,"3,28"
1998,Mar,"3,02"
1998,Mar,"2,35"
1998,Mar,"2,60"
1998,Mar,"3,02"
1998,Abr,"2,90"
1998,Abr,"2,44"
1998,Abr,"3,72"
1998,Abr,"3,72"
1998,May,"1,80"
1998,May,"1,80"
1998,May,"1,56"
1998,May,"1,41"
1998,Jun,"1,22"
1998,Jun,"1,06"
1998,Jun,"1,47"
1998,Jun,"1,47"
1998,Jul,",27"
1998,Jul,",47"
1998,Jul,",57"
1998,Jul,",27"
1998,Ago,"-,17"
1998,Ago,"-,17"
1998,Ago,",15"
1998,Ago,",03"
1998,Sep,",04"
1998,Sep,",41"
1998,Sep,",29"
1998,Sep,",04"
1998,Oct,",35"
1998,Oct,",26"
1998,Oct,",44"
1998,Oct,",44"
1998,Nov,",19"
1998,Nov,",19"
1998,Nov,",17"
1998,Nov,",17"
1998,Dic,",65"
1998,Dic,",65"
1998,Dic,"1,05"
1998,Dic,
1998,Dic,",91"
1999,Ene,"2,64"
1999,Ene,"2,64"
1999,Ene,"2,23"
1999,Ene,"1,66"
1999,Ene,"2,21"
1999,Feb,"1,81"
1999,Feb,"1,81"
1999,Feb,"1,80"
1999,Feb,"1,33"
1999,Feb,"1,70"
1999,Mar,",94"
1999,Mar,"1,01"
1999,Mar,"1,01"
1999,Mar,",92"
1999,Mar,"1,03"
1999,Abr,",78"
1999,Abr,",76"
1999,Abr,",81"
1999,Abr,",67"
1999,Abr,",67"
1999,May,",46"
1999,May,",42"
1999,May,",55"
1999,May,",48"
1999,May,",42"
1999,Jun,",40"
1999,Jun,",28"
1999,Jun,",25"
1999,Jun,",28"
1999,Jun,",28"
1999,Jul,",25"
1999,Jul,",22"
1999,Jul,",31"
1999,Jul,",59"
1999,Jul,",25"
1999,Ago,",50"
1999,Ago,",44"
1999,Ago,",48"
1999,Ago,",54"
1999,Ago,",54"
1999,Sep,",23"
1999,Sep,",23"
1999,Sep,",29"
1999,Sep,",49"
1999,Sep,",33"
1999,Oct,",35"
1999,Oct,",50"
1999,Oct,",32"
1999,Oct,",26"
1999,Oct,",26"
1999,Nov,",63"
1999,Nov,",63"
1999,Nov,",42"
1999,Nov,",48"
1999,Nov,",45"
1999,Dic,",67"
1999,Dic,",52"
1999,Dic,",36"
1999,Dic,",53"
1999,Dic,",67"
2000,Ene,"1,38"
2000,Ene,"1,38"
2000,Ene,"1,21"
2000,Ene,"1,38"
2000,Ene,"1,29"
2000,Feb,"2,52"
2000,Feb,"2,52"
2000,Feb,"2,27"
2000,Feb,"2,18"
2000,Feb,"2,30"
2000,Mar,"1,72"
2000,Mar,"1,72"
2000,Mar,"1,70"
2000,Mar,"1,71"
2000,Mar,"1,75"
2000,Abr,"1,43"
2000,Abr,"1,43"
2000,Abr,",90"
2000,Abr,",77"
2000,Abr,"1,00"
2000,May,",35"
2000,May,",35"
2000,May,",63"
2000,May,",56"
2000,May,",52"
2000,Jun,"-,10"
2000,Jun,",05"
2000,Jun,"-,09"
2000,Jun,"-,09"
2000,Jun,"-,02"
2000,Jul,",39"
2000,Jul,"-,06"
2000,Jul,"-,37"
2000,Jul,"-,37"
2000,Jul,"-,04"
2000,Ago,",27"
2000,Ago,",27"
2000,Ago,",30"
2000,Ago,",39"
2000,Ago,",32"
2000,Sep,",56"
2000,Sep,",45"
2000,Sep,",26"
2000,Sep,",26"
2000,Sep,",43"
2000,Oct,"-,05"
2000,Oct,",26"
2000,Oct,",10"
2000,Oct,",10"
2000,Oct,",15"
2000,Nov,",33"
2000,Nov,",37"
2000,Nov,",31"
2000,Nov,",33"
2000,Nov,",33"
2000,Dic,",54"
2000,Dic,",46"
2000,Dic,",40"
2000,Dic,",40"
2000,Dic,",46"
2001,Ene,"1,05"
2001,Ene,",97"
2001,Ene,",97"
2001,Ene,"1,39"
2001,Ene,"1,39"
2001,Feb,"1,89"
2001,Feb,"1,59"
2001,Feb,"1,86"
2001,Feb,"2,28"
2001,Feb,"2,28"
2001,Mar,"1,81"
2001,Mar,"1,48"
2001,Mar,"1,81"
2001,Mar,"1,48"
2001,Mar,"1,11"
2001,Abr,"1,15"
2001,Abr,"1,03"
2001,Abr,"1,16"
2001,Abr,"1,22"
2001,Abr,"1,22"
2001,May,",47"
2001,May,",47"
2001,May,",46"
2001,May,",26"
2001,May,",42"
2001,Jun,"-,04"
2001,Jun,",08"
2001,Jun,",04"
2001,Jun,",04"
2001,Jun,"-,04"
2001,Jul,",11"
2001,Jul,",11"
2001,Jul,",20"
2001,Jul,",03"
2001,Jul,",03"
2001,Ago,",13"
2001,Ago,",26"
2001,Ago,",28"
2001,Ago,",35"
2001,Ago,",35"
2001,Sep,",31"
2001,Sep,",37"
2001,Sep,",37"
2001,Sep,",40"
2001,Sep,",37"
2001,Oct,",19"
2001,Oct,",08"
2001,Oct,",08"
2001,Oct,",20"
2001,Oct,",28"
2001,Nov,",16"
2001,Nov,",16"
2001,Nov,",07"
2001,Nov,",18"
2001,Nov,",12"
2001,Dic,",34"
2001,Dic,",34"
2001,Dic,",54"
2001,Dic,",09"
2001,Dic,",54"
2002,Ene,",94"
2002,Ene,",94"
2002,Ene,",81"
2002,Ene,",60"
2002,Ene,",80"
2002,Feb,"1,26"
2002,Feb,"1,00"
2002,Feb,"1,29"
2002,Feb,"1,41"
2002,Feb,"1,41"
